|character|text|type
96|YAXITITO|snags the ball angrily from the air.|speech
97|"YAKITITO
(FURIOUS)"|"It is most strongly depending on
temperature!
He throws it at Peyton, who grabs it, and pump-fakes
Yakitito, not letting him have the ball."|speech
98|PEYTON|"Go on!
Again he pump-fakes. Yakitito flinches."|speech
99|YAKITITO|"This means the temperature of the
emitter is not critical as long as it
is sufficiently high and as
long as pure metals with high
operating temperatures such as
tungsten or tantalum are used.
Peyton tosses him the ball. Yakitito catches it. Calm
now. He blinks."|speech
100|YAKITITO|Amazing. It work every time.|speech
101|"CUT TO:
33"|"33 INT. HUNT CLUB LOBBY- DAY
LOUIS STRACK SR., a no-nonsense octogenarian, and his
son, LOUIS STRACK JR., a powerfully built, debonair fifty,
stride into the lobby. They are accompanied by a couple
of aides."|speech
102|CONTINUED|14.|speech
103|"33
33 CONTINUED"|"JULIE HASTINGS, a young attractive woman who has
apparently been awaiting their arrival rises from a chair
and crosses the lobby to greet them. She is dressed in a
conservative business suit and carries a briefcase."|speech
104|JULIE|"Mr. Strack, my name is Julie Hastings.
I'm here from Pappas and Swain to
represent you in the Von Hoffenstein
negotiation.
STRACK JR.
How do you do? And please, call me
Louis. This is my father who--
Strack Sr. interrupts his son's introduction.
STRACK SR.
I don't want some fancy-ass woman to
do my negotiating. Where's Herb
Gorson?"|speech
105|JULIE|"Gorson's tied up in litigation this
week. Don't worry--I've done my
homework.
STRACK SR.
scowls, ungraciously accepting her.
STRACK SR."|speech
106|(TO JULIE)|"I'll stop worrying when you get Von
Balibreaker's price down to sixty
million...
He turns and starts striding down the hallway, the
others following.
STRACK SR.
.If he goes that low, lock him up.
15."|speech
107|34|"34 INT HUNT CLUB PRIVATE DINING. ROOM - DAY
The Stracks and Julie are seated at a table next to a large
picture window that looks out on the bridle path. Jodhpured
equestrians gallop past in the distance.
Seated across from them are Baron Hugo Von Hoffenstein, a
bald, hook-nosed Austrian aristocrat with a patrician air
and cold beady eyes. He is accompanied by his attorney
Myron Katz.
Liveried waiters are just clearing the table and serving
coffee."|speech
