|character|text|type
250||"CHARLIE'S ANGELS - 8/18/99                               16.
CONTINUED:"|stage direction
251|NATALIE|Any ransom?|speech
252|CHARLIE'S VOICE|"No one's heard a thing from the
kidnappers."|speech
253|A WOMAN'S VOICE|"They don't want money. They just
want to sink our company."|speech
254||A striking WOMAN IN A SUIT stands in the doorway.|stage direction
255|CHARLIE'S VOICE|"Angels, meet Vivian Wu, vice
president of finance for Knox
Technologies. She's hired us to
find Knox."|speech
256||(entering)|unknown
257|VIVIAN WU|"The initial public offering is in
three days. If we don't get Mr.
Knox back, or if word gets out
that he's missing, the company
stands to lose a billion dollars."|speech
258||She seems to direct this next sentence right to Natalie.|stage direction
259|VIVIAN WU (CONT'D)|We need your help.|speech
260|ALEX|Charlie, where do we start?|speech
261|CHARLIE'S VOICE|"Alex, I want you and Bosley to
stake out Roger Corwin."|speech
262||"Bosley is excited to hear his name mentioned.
ON VIDEO: Roger Corwin. He's an unpleasant-looking man,
who's even nastier when he tries to smile. We see logos
for his company, Red Star Systems"|stage direction
263|CHARLIE'S VOICE (CONT'D)|"For the past year, he's been
trying to buy Knox's company and
their new browser software. Knox
refused to sell. His company, Red
Start Systems, has the most to
gain from Knox's disappearance."|speech
264|ALEX|"Kidnap the founder and you sink
the company."|speech
265||(CONTINUED)|unknown
266||"CHARLIE'S ANGELS - 8/18/99                                   17.
CONTINUED:"|stage direction
267|CHARLIE'S VOICE|"Exactly, Alex. Let's keep our eyes
on Mr. Corwin, Angels. If Knox is
still alive, Corwin might lead us
to him."|speech
268||DYLAN|unknown
269|CHARLIE'S VOICE|We're on it.|speech
270|NATALIE|"Any chance you can join us,
Charlie?"|speech
271||CUT TO:|unknown
272||"CHARLIE'S POV
We see his chalky fingers grabbing into a hand hold.
We're halfway up the face of Yosemite's El Capitan -- the
ground is hundreds of feet below."|stage direction
273|CHARLIE (O.S.)|"I'd love to, angels, but I've got
my hands full this morning."|speech
274||Two beautiful and buxomly CLIMBING BUDDIES smile at him.|stage direction
275||WIPE TO:|unknown
276||EXT. PALM SPRINGS SPA - DAY|location
277||Establishing...|stage direction
278||EXT. SPA DECK / OUTSIDE WALKWAY - DAY|location
279||"Built into the Palm Springs Hills, this very exclusive
spa has a fantastic view of the desert.
Dressed in a crisp spa uniform, Alex has a sidebar with a
white-robed Bosley. She shows him a tiny electronic
device shaped like a bullet."|stage direction
280|ALEX|"This is a transmitter. I'll be
able to hear everything you say."|speech
281|BOSLEY|Where do I hide it?|speech
282||(leaning close)|unknown
283|BOSLEY|I'll be nude.|speech
284||"Alex takes a plastic cup, drops the transmitter into it.
Covers it over with ice chips from a nearby bucket.
Bosley nods, clever."|stage direction
285||(CONTINUED)|unknown
286||"CHARLIE'S ANGELS - 8/18/99                                  18.
CONTINUED:"|stage direction
287|ALEX|"Try to get Corwin to talk about
the industry, Knox, anything."|speech
288||BOSLEY|unknown
289|ALEX|Understood.|speech
290||"She points him in the direction of the men's spa.    But he's
frozen with excitement."|stage direction
291|BOSLEY (CONT'D)|I'm going undercover.|speech
292||ALEX|unknown
293|BOSLEY (CONT'D)|I know.   You'll do great.|speech
294||INT. MEN'S STEAM ROOM - DAY|location
295||"A burst of steam clears, revealing Bosley. He waddles forward
in his shower clogs, which SQUISH with every step. He's wearing
two towels: one around his waist, and a second around his
chest.
As more steam dissipates, we see there    are SEVEN MEN sitting on
the risers. Six are gorgeous, ranging     from Calvin Klein models
to Marlboro Men. Bosley looks around,     taking a keen interest.
Maybe he's checking them out, maybe he    isn't. We just don't
know.
The seventh man is ROGER CORWIN, who we recognize from
the videotape. He's leaning forward, a gold chain
dangling. It's beside him that Bosley takes a seat.
He sets the ice cup -- and the transmitter -- in a
strategic location.
Noticing that none of the other men have towels around
their bosoms, Bosley nervously undoes his, revealing skin
the color of cooked salmon. He fluffs up his sparse chest hair,
then decides to smush it back down.
He tries to make eye contact with Corwin, working way too
hard. Annoyed, Corwin finally looks over."|stage direction
296|BOSLEY|Hot in here, isn't it?|speech
297||Corwin shakes his head, idiot.|stage direction
298|BOSLEY (CONT'D)|"Just came here to unwind a little.
Business these days is go go go. My
company just held an initial pubic offering."|speech
299||"Yes, he said ""pubic."" He's about to correct himself when
a very hot guy across from him moves his towel to wipe off"|stage direction
300||(CONTINUED)|unknown
301||"CHARLIE'S ANGELS - 8/18/99                                19.
CONTINUED:
some sweat. We don't see the promised land, but Bosley
does. It flusters him.
He sees another guy eating ice chips. Good idea.      Bosley
does the same. He eats another. And another."|stage direction
302||(re-composed)|unknown
303|BOSLEY (CONT'D)|So, what business are you in?|speech
304||Corwin seems wary, but Bosley is clearly harmless.|stage direction
305||CORWIN|unknown
306|BOSLEY (CONT'D)|Computers.   Software.|speech
307|BOSLEY|"Computers, hunh? What do you know
about this new browser from Knox
Technologies?"|speech
308||Corwin bristles at the mention.|stage direction
309|BOSLEY (CONT'D)|"Word on the street is, once they
raise capital, they'll rule the
industry."|speech
310|CORWIN|I don't see that happening.|speech
311||BOSLEY|unknown
312|CORWIN|Really?   Why not?|speech
313||"The door opens, a rush of steam. ADONIS HIMSELF enters.
Picking a seat behind Bosley, he pulls off his towel as
he passes. We just see a bit of ass, but Bosley is face-
to-face with the babymaker.
One ice chip is not going to do it.    He chugs the rest of
his cup, including
THE TRANSMITTER
which BLEEPS.    Corwin and others look over.    What the hell
was that?
The device still in his mouth, Bosley has no choice but to
smile and swallow. His eyes go wide as he chokes it down.
Corwin gets up to leave."|stage direction
314|BOSLEY (CONT'D)|Nice talking with you.|speech
315||"Another BLEEP. He shuts his mouth tight. Smiles. Rubs
his chest a bit, trying to get the transmitter down.
CHARLIE'S ANGELS - 8/18/99                               20."|stage direction
316||INT. PRIVATE MASSAGE ROOM - DAY|location
317||"Corwin walks into a lushly-appointed private massage
room. A masseuse dressed in a skimpy robe, her back to
us, oils up her hands sensuously near the window."|stage direction
318||"MASSEUSE
(German accent)"|unknown
319||Please to take off clothes, Mr. Corvin.|location
